BINANCE:BLZBTC;0.0555822968334255
BINANCE:CKBBTC;0.017790895263635413
BINANCE:COMPBTC;0.11879615713728653
BINANCE:CTSIBTC;0.021047151777520083
BINANCE:EOSBTC;0.005929273110224379
BINANCE:FIROBTC;0.0038709238211760326
BINANCE:LSKBTC;0.1545024592460792
BINANCE:ONEBTC;0.013152410785306788
BINANCE:PAXGBTC;0.3273150432735339
BINANCE:PNTBTC;0.05452648213544103
BINANCE:POWRBTC;0.009668170014386074
BINANCE:RLCBTC;0.008616985386268138
BINANCE:RUNEBTC;0.00364861877927023
BINANCE:SOLBTC;0.07379795461243976
BINANCE:TCTBTC;0.012763124060898913
BINANCE:WAVESBTC;0.011783654663482954
BINANCE:WNXMBTC;0.107208399099625
